"app_id","title","date_release","win","mac","linux","rating","positive_ratio","user_reviews","price_final","price_original","discount","steam_deck"
715192,"Cities: Skylines - Carols Candles and Candy",2017-12-05,TRUE,TRUE,TRUE,"Very Positive",86,427,0,0,0,TRUE
1235751,"The Sims™ 4 Vintage Glamour Stuff",2020-06-18,TRUE,FALSE,FALSE,"Mixed",55,67,9.99,9.99,0,TRUE
616040,"Tales of the Tiny Planet",2017-08-03,TRUE,TRUE,FALSE,"Positive",92,14,9.99,9.99,0,TRUE
748340,"Dying Light - White Death Bundle",2017-12-19,TRUE,TRUE,TRUE,"Mostly Positive",72,79,0.86,2.99,71,TRUE
1922070,"The Dream Team",2022-06-01,TRUE,FALSE,FALSE,"Positive",100,11,0,0,0,TRUE
895140,"JJBoom",2018-09-12,TRUE,TRUE,FALSE,"Very Positive",89,138,4.99,4.99,0,TRUE
2094190,"苍白花树繁茂之时Blood Flowers",2022-11-03,TRUE,FALSE,FALSE,"Very Positive",82,52,7.99,7.99,0,TRUE
456430,"Christmas Adventure: Candy Storm",2016-04-01,TRUE,FALSE,FALSE,"Very Positive",90,313,1.99,1.99,0,TRUE
752020,"The Apartment",2018-01-26,TRUE,FALSE,FALSE,"Mixed",52,25,2.99,2.99,0,TRUE
2236920,"Save the Earth",2023-01-10,TRUE,FALSE,FALSE,"Very Positive",83,53,0,0,0,TRUE
1212400,"Heroines of Swords & Spells",2020-03-17,TRUE,FALSE,FALSE,"Very Positive",94,496,3.49,6.99,50,TRUE
1165870,"Mahou Arms",2020-04-28,TRUE,FALSE,FALSE,"Very Positive",86,421,29.99,29.99,0,TRUE
1641510,"Armed Emeth",2021-08-05,TRUE,FALSE,FALSE,"Mixed",63,11,14.99,14.99,0,TRUE
594810,"Color Jumper",2017-11-01,TRUE,TRUE,TRUE,"Positive",80,10,0.99,0.99,0,TRUE
1170120,"OUTTA GAS",2020-03-26,TRUE,FALSE,FALSE,"Positive",100,41,19.99,19.99,0,TRUE
1788100,"Saimin Gakushū: Secret Desire",2021-11-04,TRUE,FALSE,FALSE,"Mostly Positive",75,233,19.99,19.99,0,TRUE
1067430,"Beam",2020-09-29,TRUE,FALSE,FALSE,"Positive",91,37,18.99,18.99,0,TRUE
1093290,"The Wild at Heart",2021-05-19,TRUE,TRUE,FALSE,"Very Positive",95,286,24.99,24.99,0,TRUE
732030,"Pimiko Plus",2017-12-14,TRUE,FALSE,FALSE,"Positive",91,12,1.99,1.99,0,TRUE
1552130,"Forgotten Hope",2021-05-12,TRUE,FALSE,FALSE,"Very Positive",93,75,3.99,3.99,0,TRUE
609850,"Slinger VR",2020-04-23,TRUE,FALSE,FALSE,"Positive",83,18,14.99,14.99,0,TRUE
488660,"Just Deserts",2016-07-25,TRUE,TRUE,TRUE,"Mostly Positive",79,219,9.99,9.99,0,TRUE
1745740,"Laserboy",2021-11-22,TRUE,TRUE,TRUE,"Positive",91,37,0,0,0,TRUE
676820,"Subsurface Circular",2017-08-17,TRUE,TRUE,FALSE,"Overwhelmingly Positive",95,1311,5.99,5.99,0,TRUE
2447310,"Knight Overloaded",2023-06-15,TRUE,FALSE,FALSE,"Positive",100,24,1.99,1.99,0,TRUE
2316820,"Rudra: A Tale of Time",2023-04-26,TRUE,FALSE,FALSE,"Positive",84,13,0,0,0,TRUE
595500,"Freedom Planet 2",2022-09-13,TRUE,FALSE,FALSE,"Overwhelmingly Positive",96,1018,24.99,24.99,0,TRUE
729660,"Blackout Z: Slaughterhouse Edition",2017-10-20,TRUE,FALSE,FALSE,"Very Positive",88,137,0.99,0.99,0,TRUE
1213670,"Solitaire Forever II",2020-05-06,TRUE,FALSE,FALSE,"Very Positive",87,181,0,0,0,TRUE
985780,"Jack Axe",2021-10-06,TRUE,FALSE,FALSE,"Mostly Positive",74,50,14.99,14.99,0,TRUE
924780,"How to Sing to Open Your Heart",2019-01-17,TRUE,TRUE,FALSE,"Positive",100,19,7.19,11.99,40,TRUE
1135910,"Hunting Simulator 2",2020-07-16,TRUE,FALSE,FALSE,"Mixed",65,408,39.99,39.99,0,TRUE
428760,"Hatch and Slay",2015-12-22,TRUE,TRUE,TRUE,"Mostly Positive",70,10,1.99,1.99,0,TRUE
1285350,"Easy puzzle: Landscape",2020-04-20,TRUE,FALSE,FALSE,"Positive",100,10,3.99,3.99,0,TRUE
1548820,"Happy Puzzle",2021-04-24,TRUE,FALSE,FALSE,"Very Positive",88,290,1.99,1.99,0,TRUE
511360,"UNCORPOREAL - Holographic Photography Demo",2016-08-08,TRUE,FALSE,FALSE,"Positive",88,18,0,0,0,TRUE
34342,"Total War: SHOGUN 2 - Sengoku Jidai Unit Pack",2011-07-28,TRUE,TRUE,TRUE,"Very Positive",80,71,2.99,2.99,0,TRUE
362930,"Garfield Kart",2015-10-16,TRUE,TRUE,FALSE,"Very Positive",89,9043,4.99,4.99,0,TRUE
444970,"SPATIAL SOUND CARD",2016-03-13,TRUE,TRUE,FALSE,"Mostly Positive",72,189,9.99,9.99,0,TRUE
1289340,"TasteMaker",2021-02-18,TRUE,FALSE,FALSE,"Very Positive",87,970,9.99,9.99,0,TRUE
1013950,"AntiPodal",2019-03-22,TRUE,TRUE,FALSE,"Mostly Positive",78,19,0,0,0,TRUE
516030,"Insane Robots",2018-07-12,TRUE,TRUE,FALSE,"Mostly Positive",77,18,19.99,19.99,0,TRUE
552370,"Riders of Asgard",2017-03-31,TRUE,FALSE,TRUE,"Positive",92,13,7.99,7.99,0,TRUE
535190,"Chunky Orbits",2016-12-20,TRUE,FALSE,FALSE,"Positive",94,17,1.99,1.99,0,TRUE
1035950,"Philophobia: The Fear of Love",2020-02-10,TRUE,FALSE,FALSE,"Positive",95,43,11.99,11.99,0,TRUE
1422730,"Hijacker Jack : ARCADE FMV",2020-12-07,TRUE,FALSE,FALSE,"Mixed",54,33,4.99,4.99,0,TRUE
395550,"Operation Hardcore",2016-12-28,TRUE,TRUE,FALSE,"Positive",88,17,4.99,4.99,0,TRUE
1099220,"The Alien Cube",2021-10-14,TRUE,FALSE,FALSE,"Very Positive",82,244,19.99,19.99,0,TRUE
496310,"Momento Temporis: Light from the Deep",2016-10-27,TRUE,TRUE,FALSE,"Mixed",60,20,4.99,4.99,0,TRUE
963220,"The Bluecoats: North & South",2020-11-05,TRUE,TRUE,FALSE,"Mixed",61,78,19.99,19.99,0,TRUE
2380240,"Sparky Marky",2023-04-14,TRUE,FALSE,FALSE,"Mostly Positive",72,22,0,0,0,TRUE
2531820,"Call of Duty®: Modern Warfare® II - BlackCell (Season 06)",2023-09-27,TRUE,FALSE,FALSE,"Mixed",47,146,30,0,0,TRUE
1639760,"The Slaughter: Magdalene",2021-06-03,TRUE,TRUE,TRUE,"Positive",100,11,0,0,0,TRUE
350880,"Archamon",2017-11-24,TRUE,FALSE,FALSE,"Mostly Positive",70,27,9.99,9.99,0,TRUE
1000700,"Insomnis",2022-01-07,TRUE,FALSE,FALSE,"Very Positive",89,93,14.99,14.99,0,TRUE
1880832,"Hogwarts Legacy: Dark Arts Pack",2023-02-10,TRUE,FALSE,FALSE,"Mixed",67,617,19.99,19.99,0,TRUE
758730,"Paw Patrol: On A Roll!",2018-10-23,TRUE,FALSE,FALSE,"Very Positive",84,256,29.99,29.99,0,TRUE
829630,"Skat Stammtisch",2018-04-30,TRUE,FALSE,FALSE,"Mostly Negative",36,19,8.99,8.99,0,TRUE
615690,"Inferno",2020-10-01,TRUE,FALSE,FALSE,"Mostly Positive",75,12,0.49,4.99,90,TRUE
354468,"Hyperdimension Neptunia Re;Birth2 Nepgear's Beam Zapper ZERO",2015-05-29,TRUE,FALSE,FALSE,"Mixed",50,42,0.99,0.99,0,TRUE
1795470,"Flooded",2023-04-12,TRUE,FALSE,FALSE,"Positive",90,31,11.69,12.99,10,TRUE
2389700,"My monstrous roommate. (étude)",2023-05-09,TRUE,FALSE,FALSE,"Positive",100,13,0.84,0.99,15,TRUE
1768300,"Grid Miner",2022-05-03,TRUE,FALSE,FALSE,"Mostly Positive",78,38,2.99,2.99,0,TRUE
458790,"The House in Fata Morgana Original Soundtrack",2016-05-13,FALSE,FALSE,FALSE,"Positive",100,32,11.99,11.99,0,TRUE
2199310,"Not For Broadcast: Live & Spooky",2023-03-23,TRUE,FALSE,FALSE,"Very Positive",80,57,8.99,8.99,0,TRUE
1778060,"Roll For Initiative",2023-04-13,TRUE,FALSE,FALSE,"Positive",81,11,0,0,0,TRUE
253250,"Stonehearth",2018-07-25,TRUE,TRUE,FALSE,"Mostly Positive",77,9293,19.99,19.99,0,TRUE
2194670,"Naval Battle Online",2022-11-17,TRUE,FALSE,FALSE,"Mostly Positive",76,21,0,0,0,TRUE
1205520,"Pentiment",2022-11-14,TRUE,FALSE,FALSE,"Overwhelmingly Positive",96,2335,19.99,19.99,0,TRUE
1194250,"Screaming Chicken: Ultimate Showdown",2023-04-13,TRUE,FALSE,FALSE,"Positive",97,39,13.49,14.99,10,TRUE
1141960,"Pathologic 2: Marble Nest",2019-10-28,TRUE,FALSE,FALSE,"Very Positive",91,133,9.99,9.99,0,TRUE
1095960,"Zeliria Sanctuary - Rise of Pumpkins",2019-06-07,TRUE,TRUE,TRUE,"Positive",100,11,0,0,0,TRUE
358340,"Word Rescue",2014-05-05,TRUE,TRUE,FALSE,"Positive",91,36,4.99,4.99,0,TRUE
437420,"The Secret Order 3: Ancient Times",2016-03-10,TRUE,TRUE,TRUE,"Very Positive",87,221,9.99,9.99,0,TRUE
1867100,"Merge Hero",2022-04-04,TRUE,FALSE,FALSE,"Mostly Negative",24,25,4.99,4.99,0,TRUE
819520,"Star Souls",2020-03-03,TRUE,FALSE,FALSE,"Mostly Positive",75,28,1.99,7.99,75,TRUE
1570130,"GameCreator",2022-10-26,TRUE,FALSE,FALSE,"Positive",82,23,39.99,39.99,0,TRUE
402890,"Nyctophilia",2015-09-23,TRUE,FALSE,FALSE,"Mixed",63,301,0,0,0,TRUE
1647730,"Zool Redimensioned",2021-08-18,TRUE,FALSE,FALSE,"Very Positive",96,95,9.99,9.99,0,TRUE
1815340,"Jivana",2022-01-21,TRUE,FALSE,FALSE,"Very Positive",90,479,0,0,0,TRUE
919010,"REVN",2021-11-08,TRUE,FALSE,FALSE,"Mostly Positive",70,65,0,0,0,TRUE
1094030,"Lurk in the Dark : Prologue",2019-11-08,TRUE,FALSE,FALSE,"Very Positive",89,1760,0,0,0,TRUE
1221830,"Farmer Pug Dash",2020-01-31,TRUE,FALSE,FALSE,"Positive",90,11,0,0,0,TRUE
1662140,"Real estate tycoon",2022-08-05,TRUE,FALSE,FALSE,"Mostly Positive",75,364,10.99,10.99,0,TRUE
1169020,"Dark Fall: Ghost Vigil",2020-01-10,TRUE,FALSE,FALSE,"Very Positive",89,118,10.99,10.99,0,TRUE
2183500,"Moto Offroad Simulator",2022-11-29,TRUE,FALSE,FALSE,"Positive",80,15,0.49,4.99,90,TRUE
1343370,"Old School RuneScape",2021-02-24,TRUE,TRUE,FALSE,"Very Positive",90,14032,0,0,0,TRUE
939330,"Tailor Tales",2019-01-09,TRUE,FALSE,FALSE,"Overwhelmingly Positive",95,630,0,0,0,TRUE
2139265,"Call of Duty League™ - Los Angeles Guerrillas Pack 2023",2022-11-29,TRUE,FALSE,FALSE,"Positive",91,49,9.99,9.99,0,TRUE
1167000,"Steel Division 2 - Reinforcement Pack #11 - Army General Coop",2021-07-15,TRUE,FALSE,FALSE,"Mixed",64,25,0,0,0,TRUE
617590,"Affliction",2018-06-25,TRUE,FALSE,FALSE,"Mixed",52,44,2.99,2.99,0,TRUE
1752910,"Inscryption Soundtrack",2021-10-19,FALSE,FALSE,FALSE,"Positive",95,49,3.99,3.99,0,TRUE
1710250,"Alice Trapped Beyond Wonderland",2021-08-20,TRUE,FALSE,FALSE,"Positive",80,15,1.49,4.99,70,TRUE
1717300,"Prank!",2021-08-20,TRUE,FALSE,FALSE,"Mixed",66,39,0.99,0.99,0,TRUE
1210800,"Rum & Gun",2020-05-01,TRUE,FALSE,FALSE,"Very Positive",94,136,4.99,4.99,0,TRUE
